x,y,derivada
133.0,388.99999641023356,7.6046774660198935
134.34343434343435,394.7028395967045,1.4308453765465856
135.68686868686868,394.6949810369345,0.21026698135528932
137.03030303030303,395.86529565585795,-4.701946745626628
138.37373737373738,386.61324229880813,-1.2739125759253511
139.7171717171717,392.6910817608581,5.939790281956903
141.06060606060606,392.8110491691709,-2.75575834166375
142.40404040404042,395.79144978830965,7.042857053818352
143.74747474747474,387.2781681248694,-12.500797858194801
145.0909090909091,391.5573051077575,5.365867036459804
146.43434343434345,388.65580663730736,-4.814568680728826
147.77777777777777,395.15241386592766,9.786654989056842
149.12121212121212,396.63417438997124,-3.040358248256325
150.46464646464648,386.81873362995645,-11.656199411902435
151.8080808080808,382.14041281733137,0.4989581299241763
153.15151515151516,383.0253633288677,15.821390720702766
154.49494949494948,388.9514856659884,-18.885804150841068
155.83838383838383,383.84752542344415,3.4414883475619718
157.1818181818182,380.0092006769382,14.959296112238007
158.52525252525254,388.5177522625416,-14.924233608155646
159.86868686868686,390.5345132906068,12.213290173122004
161.21212121212122,388.16880094623616,-14.727303858990126
162.55555555555554,378.7535004309704,6.288820686677354
163.8989898989899,385.09779454152397,-0.48145404548449733
165.24242424242425,380.1552721690704,-2.603384189683311
166.5858585858586,389.35006156087684,12.64694443193548
167.92929292929293,388.37118599654065,-5.799069524812239
169.27272727272728,387.832152938436,-1.1672778393290173
170.6161616161616,391.47489689919774,4.754279069913991
171.95959595959596,384.1557875184452,-4.395642467045491
173.3030303030303,393.07689892127627,10.198951605389084
174.64646464646464,409.2629671648466,9.315960311369054
175.989898989899,404.02973182754056,-3.072332624469709
177.33333333333334,412.259596119361,4.693302192322335
178.67676767676767,400.78703245813875,-15.164316847915416
180.02020202020202,400.11208140056,5.448351935797291
181.36363636363637,399.6551126295748,-2.6781694097621767
182.7070707070707,415.8595512687488,2.819180932931431
184.05050505050505,360.4652508442141,-6.25793620343984
185.39393939393938,401.65488642750967,11.037062050434088
186.73737373737373,406.3324588715155,-1.1588566675868606
188.08080808080808,392.1766249861377,4.371125641000617
189.42424242424244,413.17398192610744,2.9101589581159715
190.76767676767676,362.05190984119815,-34.61553798615569
192.11111111111111,407.2746458260168,23.177422557125738
193.45454545454544,407.61241863707346,5.79605763022073
194.7979797979798,384.093924340106,-15.3312433437236
196.14141414141415,414.15893575136903,1.4162340374923588
197.4848484848485,379.1826887673604,-24.691338398383778
198.82828282828282,386.0909115325964,28.02493663153882
200.17171717171718,410.68046195095627,-5.967521751415461
201.5151515151515,378.6135652346547,-27.312237750152235
202.85858585858585,370.07210461307227,1.5206066896666925
204.2020202020202,378.1686675326425,42.05286688005572
205.54545454545456,394.646607893443,-38.60261247183416
206.88888888888889,378.0161028397116,1.9965298693591649
208.23232323232324,383.7430599127448,40.855806031459
209.57575757575756,397.69352855609395,-44.36473579715994
210.91919191919192,345.2955849679199,-17.773358504484804
212.26262626262627,357.4821329750265,32.02562325839153
213.60606060606062,405.5156501332588,24.42336288311253
214.94949494949495,401.8426038689503,1.3143373251978119
216.29292929292927,387.790602833151,-72.0056259766011
217.63636363636363,371.98056248428895,67.12356728826308
218.97979797979798,393.25682294434046,-60.94357717785215
220.32323232323233,350.39108995036423,82.11351379770804
221.66666666666669,392.53771118864995,-50.05054883355342
223.010101010101,367.97661855230126,-2.2873822362612373
224.35353535353534,386.46988724645723,46.942277203072535
225.6969696969697,382.4974135462333,-51.85913493193084
227.04040404040404,355.25716759931606,6.74826469008849
228.3838383838384,349.6316535742054,-26.987588460940515
229.72727272727272,338.2033290551893,2.4043386730454586
231.07070707070707,324.9246840763721,31.797222516445345
232.4141414141414,345.16289399353167,-50.6473430939991
233.75757575757575,391.5181358112238,73.27676989604015
235.1010101010101,326.1190770264558,-72.18033576833705
236.44444444444446,360.9946730884662,106.2058416746936
237.78787878787878,375.4347527705533,-48.377709243254685
239.13131313131314,385.3542978310127,-21.405636908582437
240.47474747474746,357.47548312310903,27.610509334579092
241.8181818181818,378.71546886998027,-15.592348190125449
243.16161616161617,350.1133576506862,13.442186064764883
244.50505050505052,356.61347317117287,-31.358122598135196
245.84848484848484,333.8948263921342,5.5176515544985705
247.1919191919192,359.81101824080963,31.42112304459488
248.53535353535352,387.9823836950073,-1.9642961669319448
249.87878787878788,356.40097867790035,-16.136778322675127
251.22222222222223,361.65551281019896,-16.352088551911947
252.56565656565658,367.07271104381533,28.800048483503815
253.9090909090909,335.2824467425606,-21.012901829919883
255.25252525252523,366.63249619156534,-6.190082214914128
256.5959595959596,322.9902605717089,-13.765735674269308
257.93939393939394,402.7316045080013,44.00370863976377
259.2828282828283,363.46941134319536,-18.52342661294415
260.62626262626264,391.1271741899188,39.36802898607539
261.969696969697,404.8313137444966,-26.558084490204692
263.3131313131313,379.4656100355858,26.388627979940793
264.65656565656565,407.1599562799432,-6.758872590921783
266.0,381.99995741993257,-18.644813651178538
